2005,recreation,hunter,1.25,45.63166,-117.96333
2005,recreation,recreationist,0.1,42.54266,-121.09133
2005,recreation,recreationist,0.01,44.33333,-123.71666
2005,recreation,recreationist,0.01,45.01216,-117.34466
2005,lightning,lightning,0.1,43.41833,-122.68166
2005,equipment use,rancher-farmer,0.1,42.2755,-122.89
2005,lightning,lightning,0.01,44.525,-117.77166
2005,railroad,public utility,0.01,45.6975,-121.3395
2005,recreation,recreationist,0.02,43.396,-124.29166
2005,recreation,recreationist,0.1,44.5305,-118.791
2005,debris burning,ruralist-paying,0.1,42.3765,-121.00733
2005,recreation,recreationist,0.01,45.415,-117.77666
2005,lightning,lightning,0.01,44.58333,-123.51666
2005,equipment use,motorist,0.25,42.15566,-122.64766
2005,equipment use,public utility,4.3,45.078,-121.26866
2005,juveniles,other-public,0.01,43.95633,-124.09533
2005,debris burning,ruralist-paying,0.25,42.07548,-124.21427
2005,miscellaneous,recreationist,0.1,43.20566,-121.22466
2005,miscellaneous,other-public,0.01,42.37283,-123.38633
2005,recreation,recreationist,0.01,42.18866,-122.43783
2005,smoking,motorist,0.01,44.35416,-122.875
2005,lightning,lightning,1.6,43.81033,-123.37283
2005,equipment use,ruralist-paying,0.1,43.80616,-121.45866
2005,debris burning,ruralist-paying,0.2,45.36666,-123.80833
2005,smoking,other forest mgt. worker,0.26,43.345,-123.96883
2005,miscellaneous,recreationist,0.1,43.165,-121.2705
2005,debris burning,rancher-farmer,5.0,46.125,-123.61167
2005,equipment use,motorist,0.01,42.38716,-122.40166
2005,lightning,lightning,0.5,44.26666,-118.17
2005,smoking,other-public,0.01,44.02966,-124.12516
2005,smoking,ruralist-paying,0.01,43.70966,-121.521
2005,smoking,motorist,0.01,42.93433,-124.44716
2005,recreation,recreationist,0.01,45.565,-123.95
2005,lightning,lightning,0.1,43.541,-123.458
2005,miscellaneous,other-public,0.03,44.71483,-118.151
2005,lightning,lightning,0.5,45.667,-117.57633
2005,smoking,other-public,0.1,45.27383,-123.8245
2005,equipment use,motorist,75.0,45.87116,-118.17683
2005,recreation,other-landowner related,0.5,42.01483,-124.17183
2005,lightning,lightning,0.01,42.4726,-124.36524
2005,debris burning,ruralist-paying,5.0,46.06166,-123.90666
2005,railroad,public utility,0.1,45.48166,-118.275
2005,equipment use,motorist,0.01,42.53516,-122.90983
2005,debris burning,ruralist-paying,0.01,45.09183,-122.6375
2005,equipment use,timber harvest worker,0.33,46.05633,-123.25666
2005,lightning,lightning,0.01,44.201,-122.804
2005,miscellaneous,other-public,0.01,43.0675,-121.502
2005,recreation,recreationist,0.1,43.8355,-124.147
2005,railroad,public utility,0.01,45.49583,-118.3375
2005,recreation,ruralist-paying,7.0,44.954,-118.45433
2005,debris burning,other forest mgt. worker,2.0,45.44333,-123.91666
2005,debris burning,other forest mgt. worker,63.4,42.9115,-123.8625
2005,recreation,recreationist,0.1,45.41083,-118.53333
2005,equipment use,other-public,0.1,43.25933,-123.5385
2005,equipment use,ruralist-paying,6.0,42.4025,-122.60966
2005,miscellaneous,other-landowner related,0.01,45.13616,-122.58133
2005,lightning,lightning,0.92,45.66166,-117.58666
2005,lightning,lightning,0.04,44.44266,-117.577
2005,juveniles,ruralist-paying,2.1,45.1215,-123.36333
2005,debris burning,ruralist-non-paying,0.01,45.56366,-121.55716
2005,debris burning,ruralist-non-paying,0.01,46.1405,-123.10833
2005,equipment use,rancher-farmer,0.25,43.14583,-124.10916
2005,equipment use,public utility,2.0,45.72183,-118.307
2005,equipment use,timber harvest worker,0.25,45.57656,-123.66049
2005,debris burning,ruralist-paying,0.03,43.14583,-124.1725
2005,debris burning,other-landowner related,0.25,45.8055,-118.325
2005,recreation,recreationist,0.25,42.2285,-122.91116
2005,recreation,recreationist,0.5,45.273,-123.375
2005,recreation,recreationist,0.01,43.888,-123.277
2005,equipment use,motorist,0.01,42.09,-124.303
2005,smoking,motorist,0.5,44.8145,-118.998
2005,debris burning,ruralist-paying,2.5,43.10583,-124.36866
2005,lightning,lightning,0.1,45.02333,-118.93766
2005,lightning,lightning,0.25,45.4,-117.30166
2005,recreation,ruralist-paying,0.25,42.2505,-122.57666
2005,debris burning,ruralist-paying,0.01,45.02583,-122.61633
2005,lightning,lightning,0.08,45.827,-117.51083
2005,miscellaneous,other-public,0.12,45.25616,-123.4865
2005,equipment use,public utility,2.0,42.525,-124.16316
2005,debris burning,timber harvest worker,10.0,42.176,-124.271
2005,lightning,lightning,0.01,45.02433,-118.93816
2005,equipment use,motorist,1.0,43.64016,-123.67166
2005,smoking,recreationist,0.01,42.26616,-122.42
2005,lightning,lightning,0.01,45.82783,-117.52166
2005,miscellaneous,other-landowner related,0.02,43.594,-124.14183
2005,smoking,ruralist-paying,3.7,44.62933,-117.7915
2005,recreation,hunter,72.0,45.13583,-118.725
2005,recreation,ruralist-paying,35.2,42.81783,-123.88
2005,debris burning,other-public,0.01,42.45466,-123.0295
2005,equipment use,other-landowner related,0.05,45.30416,-122.35533
2005,miscellaneous,ruralist-paying,0.25,45.32816,-117.22233
2005,equipment use,rancher-farmer,0.01,45.52733,-121.611
2005,debris burning,ruralist-non-paying,0.25,46.05416,-122.95933
2005,miscellaneous,recreationist,4.6,43.962,-122.81
2005,debris burning,other-landowner related,7.0,43.6145,-123.71083
2005,debris burning,ruralist-paying,3.0,45.6585,-117.86716
2005,debris burning,other-public,0.03,43.186,-124.09516
